CrashDate,Borough,Latitude,Longitude,ContributingFactor,CollisionID,VehicleType
2020-04-16,BROOKLYN,40.6683,-73.9026,Unsafe Speed,4309379,Bike
2020-04-16,BRONX,40.9096,-73.8998,Unspecified,4309187,Sedan
2020-04-16,MANHATTAN,40.7511,-73.9713,Failure to Yield Right-of-Way,4309147,Box Truck
2020-04-16,BROOKLYN,40.5828,-73.9863,Backing Unsafely,4337627,Station Wagon/Sport Utility Vehicle
2020-04-16,STATEN ISLAND,40.614,-74.0848,Unspecified,4309193,Sedan
2020-04-16,QUEENS,40.6813,-73.7437,Failure to Yield Right-of-Way,4309126,Sedan
2020-04-16,MANHATTAN,40.7124,-73.978,Unsafe Speed,4309038,Pick-up Truck
2020-04-16,BROOKLYN,40.6606,-73.9313,Following Too Closely,4309105,Taxi
2020-04-16,QUEENS,40.7574,-73.8137,Other Vehicular,4309159,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8343,-73.904,Driver Inattention/Distraction,4309366,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.6652,-73.9203,Unspecified,4309092,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.5788,-73.9585,Driver Inattention/Distraction,4309108,Taxi
2020-04-16,BROOKLYN,40.6525,-73.868,Driver Inattention/Distraction,4309423,4 dr sedan
2020-04-16,BROOKLYN,40.6177,-73.9954,Driver Inattention/Distraction,4309135,Sedan
2020-04-16,BROOKLYN,40.6081,-73.9598,Backing Unsafely,4309162,Sedan
2020-04-16,QUEENS,40.7545,-73.8724,Driver Inattention/Distraction,4309229,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.6263,-73.9199,Unspecified,4309111,Sedan
2020-04-16,BROOKLYN,40.651,-73.9465,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4309115,Station Wagon/Sport Utility Vehicle
2020-04-16,MANHATTAN,40.7179,-73.9857,Alcohol Involvement,4309151,Station Wagon/Sport Utility Vehicle
2020-04-16,MANHATTAN,40.7369,-73.9785,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4309087,Sedan
2020-04-16,MANHATTAN,40.7705,-73.948,Backing Unsafely,4309741,Box Truck
2020-04-16,QUEENS,40.6802,-73.7541,Driver Inattention/Distraction,4309055,Sedan
2020-04-16,BROOKLYN,40.6704,-73.906,Aggressive Driving/Road Rage,4309380,Work van
2020-04-16,QUEENS,40.7533,-73.9467,Driver Inattention/Distraction,4309867,Sedan
2020-04-16,MANHATTAN,40.8411,-73.9379,Unspecified,4309034,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.6701,-73.9225,Unspecified,4309385,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8308,-73.853,Steering Failure,4309506,Sedan
2020-04-16,QUEENS,40.7477,-73.883,Unspecified,4309079,Sedan
2020-04-16,BROOKLYN,40.6784,-73.9082,Unspecified,4309724,Sedan
2020-04-16,MANHATTAN,40.8113,-73.9578,Accelerator Defective,4310170,Sedan
2020-04-16,BRONX,40.8951,-73.8544,Unspecified,4309084,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.6769,-73.908,Driver Inattention/Distraction,4309091,Sedan
2020-04-16,QUEENS,40.7137,-73.8227,Unspecified,4310031,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8198,-73.8482,Unspecified,4309508,Sedan
2020-04-16,BRONX,40.87,-73.848,Unsafe Speed,4309182,Station Wagon/Sport Utility Vehicle
2020-04-16,QUEENS,40.7582,-73.8811,Unspecified,4309228,ambulance
2020-04-16,BROOKLYN,40.7001,-73.9163,Driver Inattention/Distraction,4309170,Station Wagon/Sport Utility Vehicle
2020-04-16,QUEENS,40.5904,-73.7887,Unspecified,4309578,Sedan
2020-04-16,QUEENS,40.5953,-73.7482,Driver Inattention/Distraction,4309573,Sedan
2020-04-16,BRONX,40.8442,-73.8439,Backing Unsafely,4309180,Sedan
2020-04-16,BRONX,40.8162,-73.8944,Following Too Closely,4309138,Sedan
2020-04-16,QUEENS,40.744,-73.818,Turning Improperly,4309161,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8072,-73.9243,Aggressive Driving/Road Rage,4309519,Taxi
2020-04-16,QUEENS,40.7691,-73.8337,Backing Unsafely,4309060,Box Truck
2020-04-16,QUEENS,40.686,-73.8565,Aggressive Driving/Road Rage,4309562,Station Wagon/Sport Utility Vehicle
2020-04-16,QUEENS,40.734,-73.8718,Driver Inattention/Distraction,4309106,Bike
2020-04-16,BROOKLYN,40.6267,-73.92,Unspecified,4309905,Sedan
2020-04-16,BROOKLYN,40.6752,-74.0074,Unspecified,4309248,Sedan
2020-04-16,BROOKLYN,40.6951,-73.9793,View Obstructed/Limited,4309266,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.6528,-73.8863,Unspecified,4309422,Sedan
2020-04-16,QUEENS,40.6748,-73.8062,Passing or Lane Usage Improper,4309008,Sedan
2020-04-16,BROOKLYN,40.6454,-74.0078,Unspecified,4309343,Sedan
2020-04-16,BRONX,40.8334,-73.8595,Unspecified,4309501,Station Wagon/Sport Utility Vehicle
2020-04-16,MANHATTAN,40.7535,-73.9945,View Obstructed/Limited,4311660,Station Wagon/Sport Utility Vehicle
2020-04-16,BROOKLYN,40.6836,-73.954,Driver Inattention/Distraction,4309204,Sedan
2020-04-16,BRONX,40.8477,-73.8305,View Obstructed/Limited,4309103,Taxi
2020-04-16,QUEENS,40.7702,-73.8329,Other Vehicular,4309132,Sedan
2020-04-16,QUEENS,40.6934,-73.7279,Unspecified,4309127,Sedan
2020-04-16,BRONX,40.8182,-73.9062,Driver Inattention/Distraction,4309155,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8454,-73.8811,Other Vehicular,4309217,Sedan
2020-04-16,MANHATTAN,40.7482,-74.0013,Passing Too Closely,4309167,Pick-up Truck
2020-04-16,BROOKLYN,40.616,-73.9285,Driver Inattention/Distraction,4309216,Sedan
2020-04-16,QUEENS,40.7244,-73.9151,Unspecified,4309291,Sedan
2020-04-16,BROOKLYN,40.646,-73.9128,Unspecified,4309785,Box Truck
2020-04-16,BROOKLYN,40.7276,-73.9366,Driver Inattention/Distraction,4310132,Box Truck
2020-04-16,MANHATTAN,40.7514,-73.9761,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4309413,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8132,-73.9091,Failure to Yield Right-of-Way,4309158,AMBULANCE
2020-04-16,BROOKLYN,40.6768,-73.908,Other Vehicular,4309094,Sedan
2020-04-16,QUEENS,40.6811,-73.7612,Unspecified,4309588,Station Wagon/Sport Utility Vehicle
2020-04-16,BRONX,40.8284,-73.8818,Driver Inattention/Distraction,4309507,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6826,-73.8923,Unspecified,4310658,Sedan
2020-04-17,BROOKLYN,40.6667,-73.9022,Unspecified,4309387,Sedan
2020-04-17,BRONX,40.8478,-73.9076,Unspecified,4309284,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6569,-73.9261,Unspecified,4309257,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6683,-73.9065,Backing Unsafely,4310520,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7689,-73.8897,Driver Inattention/Distraction,4312156,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8619,-73.9128,Unspecified,4309298,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.815,-73.894,Unspecified,4309624,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.6656,-73.7357,Failure to Yield Right-of-Way,4309281,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8027,-73.9156,Unspecified,4309520,Sedan
2020-04-17,BROOKLYN,40.6586,-73.8906,Following Too Closely,4310665,Sedan
2020-04-17,MANHATTAN,40.7463,-74.0015,Driver Inattention/Distraction,4309824,Sedan
2020-04-17,BRONX,40.8685,-73.8883,Traffic Control Disregarded,4309297,Sedan
2020-04-17,MANHATTAN,40.7455,-73.9932,Unspecified,4309249,PK
2020-04-17,BRONX,40.8337,-73.8888,Driver Inattention/Distraction,4309367,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7597,-73.8641,Failure to Yield Right-of-Way,4309231,Sedan
2020-04-17,BROOKLYN,40.6566,-73.9309,Unspecified,4309457,Pick-up Truck
2020-04-17,QUEENS,40.7836,-73.8252,Backing Unsafely,4309211,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7218,-73.7388,Driver Inexperience,4309278,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6432,-73.9001,Unspecified,4309540,Sedan
2020-04-17,STATEN ISLAND,40.6407,-74.0955,Unspecified,4311672,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.7017,-73.9615,Unspecified,4309296,Sedan
2020-04-17,BROOKLYN,40.5838,-73.9632,Driver Inattention/Distraction,4309502,Sedan
2020-04-17,QUEENS,40.7703,-73.8761,Passing Too Closely,4309230,Sedan
2020-04-17,BROOKLYN,40.595,-73.971,Unspecified,4309488,Sedan
2020-04-17,BRONX,40.8886,-73.8499,Driver Inattention/Distraction,4309491,Sedan
2020-04-17,BRONX,40.8541,-73.8909,Driver Inattention/Distraction,4309218,Sedan
2020-04-17,BROOKLYN,40.6696,-73.9871,Driver Inattention/Distraction,4309484,Sedan
2020-04-17,MANHATTAN,40.7457,-73.9781,Oversized Vehicle,4309276,Box Truck
2020-04-17,BROOKLYN,40.6318,-73.9546,Unspecified,4309364,Sedan
2020-04-17,BROOKLYN,40.6139,-74.0105,Unspecified,4309251,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7124,-73.8913,Backing Unsafely,4309221,Sedan
2020-04-17,BROOKLYN,40.6471,-73.9819,Passing or Lane Usage Improper,4309978,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6816,-73.9667,Other Vehicular,4309791,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.6929,-73.7538,Unspecified,4309321,Sedan
2020-04-17,BROOKLYN,40.6565,-73.9135,Backing Unsafely,4309460,Sedan
2020-04-17,BRONX,40.8733,-73.8536,Failure to Yield Right-of-Way,4309556,Box Truck
2020-04-17,BRONX,40.8701,-73.8379,Backing Unsafely,4309561,Sedan
2020-04-17,BROOKLYN,40.6919,-73.9103,Traffic Control Disregarded,4309671,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8032,-73.9189,Reaction to Uninvolved Vehicle,4309684,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6542,-73.9107,Driver Inattention/Distraction,4310712,Sedan
2020-04-17,BROOKLYN,40.6789,-73.91,Driver Inattention/Distraction,4309726,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.746,-73.9481,Driver Inattention/Distraction,4309226,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.84,-73.9202,Backing Unsafely,4309517,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.763,-73.8253,Following Too Closely,4309178,Station Wagon/Sport Utility Vehicle
2020-04-17,MANHATTAN,40.7288,-73.9845,Traffic Control Disregarded,4309658,Sedan
2020-04-17,BROOKLYN,40.714,-73.9417,Other Vehicular,4309295,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7384,-73.9399,Driver Inattention/Distraction,4309277,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.6442,-73.891,Passing or Lane Usage Improper,4309899,Sedan
2020-04-17,BRONX,40.8695,-73.8262,Unspecified,4309532,Sedan
2020-04-17,BROOKLYN,40.588,-73.9669,Backing Unsafely,4309503,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8846,-73.8989,Failure to Yield Right-of-Way,4309184,Sedan
2020-04-17,BROOKLYN,40.6793,-73.9063,Unspecified,4309388,Station Wagon/Sport Utility Vehicle
2020-04-17,MANHATTAN,40.8306,-73.9408,Unspecified,4309757,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.624,-73.9197,Failure to Yield Right-of-Way,4309547,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8234,-73.8712,Driver Inattention/Distraction,4309511,Sedan
2020-04-17,BROOKLYN,40.7009,-73.9261,Failure to Yield Right-of-Way,4309552,Sedan
2020-04-17,BROOKLYN,40.6453,-73.9025,Driver Inattention/Distraction,4309898,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.692,-73.9456,Driver Inattention/Distraction,4310438,
2020-04-17,BRONX,40.8793,-73.8437,Driver Inattention/Distraction,4309490,Sedan
2020-04-17,BROOKLYN,40.6697,-73.861,Unspecified,4309418,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.6841,-73.7287,Failure to Yield Right-of-Way,4309314,Station Wagon/Sport Utility Vehicle
2020-04-17,STATEN ISLAND,40.5111,-74.2413,Unsafe Lane Changing,4309271,Sedan
2020-04-17,BRONX,40.8156,-73.8849,Unspecified,4309621,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.6909,-73.7282,Unspecified,4309282,Station Wagon/Sport Utility Vehicle
2020-04-17,BROOKLYN,40.645,-73.9211,Driver Inattention/Distraction,4309338,Sedan
2020-04-17,BROOKLYN,40.6069,-73.9959,Backing Unsafely,4309246,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8815,-73.8589,Passing or Lane Usage Improper,4309564,Sedan
2020-04-17,BROOKLYN,40.6553,-73.9161,Backing Unsafely,4309256,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7108,-73.9051,Unspecified,4332917,MOTOR SCOO
2020-04-17,QUEENS,40.6726,-73.771,Unspecified,4309372,Sedan
2020-04-17,MANHATTAN,40.8031,-73.9384,Unspecified,4309238,Taxi
2020-04-17,BROOKLYN,40.6301,-73.8875,Backing Unsafely,4309897,Sedan
2020-04-17,BRONX,40.8789,-73.9048,Failure to Yield Right-of-Way,4309188,Sedan
2020-04-17,MANHATTAN,40.7566,-73.9744,Driver Inattention/Distraction,4309205,Station Wagon/Sport Utility Vehicle
2020-04-17,BRONX,40.8119,-73.8588,Animals Action,4320483,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.7319,-73.8712,Following Too Closely,4309274,Sedan
2020-04-17,BRONX,40.9098,-73.8977,Unspecified,4309407,Sedan
2020-04-17,BROOKLYN,40.6306,-74.0092,Failure to Yield Right-of-Way,4309310,Station Wagon/Sport Utility Vehicle
2020-04-17,MANHATTAN,40.7715,-73.9882,Passing or Lane Usage Improper,4310036,Station Wagon/Sport Utility Vehicle
2020-04-17,MANHATTAN,40.8282,-73.9349,Other Vehicular,4309575,Sedan
2020-04-17,STATEN ISLAND,40.5776,-74.1026,Following Too Closely,4309270,Station Wagon/Sport Utility Vehicle
2020-04-17,MANHATTAN,40.8092,-73.9489,Other Vehicular,4309342,Station Wagon/Sport Utility Vehicle
2020-04-17,QUEENS,40.6969,-73.8372,Passing or Lane Usage Improper,4309610,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7223,-73.7428,Driver Inexperience,4309341,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7056,-73.8582,Traffic Control Disregarded,4309283,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6528,-73.8863,Unspecified,4309439,Sedan
2020-04-18,BROOKLYN,40.6504,-73.9252,Unsafe Speed,4309463,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6365,-74.0158,Driver Inexperience,4309718,Station Wagon/Sport Utility Vehicle
2020-04-18,STATEN ISLAND,40.6328,-74.09,Driver Inattention/Distraction,4309600,Sedan
2020-04-18,BROOKLYN,40.6727,-73.8814,Failure to Yield Right-of-Way,4309426,Sedan
2020-04-18,BRONX,40.8618,-73.8666,Driver Inattention/Distraction,4309382,Sedan
2020-04-18,BROOKLYN,40.6372,-73.9523,Driver Inattention/Distraction,4309360,Sedan
2020-04-18,MANHATTAN,40.8236,-73.9439,Driver Inattention/Distraction,4311376,Sedan
2020-04-18,QUEENS,40.6709,-73.8121,Aggressive Driving/Road Rage,4309499,Motorcycle
2020-04-18,BROOKLYN,40.626,-73.91,Driver Inattention/Distraction,4309544,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6326,-73.9399,Unspecified,4309448,Station Wagon/Sport Utility Vehicle
2020-04-18,BRONX,40.8828,-73.9036,View Obstructed/Limited,4311019,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7471,-73.8887,Driver Inattention/Distraction,4309473,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.619,-73.9259,Pavement Slippery,4309548,Sedan
2020-04-18,QUEENS,40.7493,-73.9067,Unspecified,4309290,Sedan
2020-04-18,QUEENS,40.6901,-73.8121,Unsafe Speed,4309496,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6205,-74.0108,Traffic Control Disregarded,4309329,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6612,-73.9243,Unspecified,4309462,Sedan
2020-04-18,QUEENS,40.7041,-73.8159,Driver Inexperience,4309350,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.645,-73.92,Driver Inattention/Distraction,4310411,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.5928,-73.9502,Unspecified,4309489,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6276,-73.9365,Failure to Yield Right-of-Way,4309543,Sedan
2020-04-18,QUEENS,40.6681,-73.8497,Passing or Lane Usage Improper,4309500,Sedan
2020-04-18,BRONX,40.8452,-73.9142,Failure to Yield Right-of-Way,4309554,Sedan
2020-04-18,BROOKLYN,40.6545,-73.9451,Unsafe Speed,4309334,Station Wagon/Sport Utility Vehicle
2020-04-18,MANHATTAN,40.7547,-73.9842,Oversized Vehicle,4309774,Bus
2020-04-18,BRONX,40.8242,-73.8919,Passing Too Closely,4309627,Station Wagon/Sport Utility Vehicle
2020-04-18,BRONX,40.8373,-73.9233,Unsafe Speed,4309853,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6467,-73.9202,Driver Inattention/Distraction,4309453,Sedan
2020-04-18,MANHATTAN,40.7631,-73.9625,View Obstructed/Limited,4309739,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7836,-73.8167,Driver Inexperience,4309286,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.6978,-73.7602,Unspecified,4309322,Sedan
2020-04-18,QUEENS,40.7015,-73.8125,Failure to Yield Right-of-Way,4309765,Station Wagon/Sport Utility Vehicle
2020-04-18,MANHATTAN,40.7861,-73.9397,Driver Inexperience,4309335,Sedan
2020-04-18,BRONX,40.8406,-73.8914,Lost Consciousness,4309599,Sedan
2020-04-18,QUEENS,40.7078,-73.8976,Unspecified,4333425,Sedan
2020-04-18,BROOKLYN,40.6364,-73.9703,Failure to Yield Right-of-Way,4309742,Station Wagon/Sport Utility Vehicle
2020-04-18,BRONX,40.8415,-73.9249,Unspecified,4309848,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7548,-73.8928,Following Too Closely,4309392,Sedan
2020-04-18,QUEENS,40.6361,-73.7403,Unspecified,4309340,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6831,-73.9738,Fell Asleep,4309485,Sedan
2020-04-18,BROOKLYN,40.6918,-73.9222,Passing Too Closely,4309565,Sedan
2020-04-18,BROOKLYN,40.6628,-73.9197,Failure to Yield Right-of-Way,4309384,Bus
2020-04-18,BROOKLYN,40.6199,-74.0207,Unspecified,4309339,Sedan
2020-04-18,BROOKLYN,40.626,-74.0015,Failure to Yield Right-of-Way,4309328,Station Wagon/Sport Utility Vehicle
2020-04-18,BRONX,40.8402,-73.8889,Backing Unsafely,4309761,Sedan
2020-04-18,QUEENS,40.694,-73.8168,Driver Inattention/Distraction,4309550,Station Wagon/Sport Utility Vehicle
2020-04-18,BROOKLYN,40.6918,-73.9666,Failure to Yield Right-of-Way,4309476,Sedan
2020-04-18,BROOKLYN,40.7052,-73.9148,Driver Inattention/Distraction,4309559,Sedan
2020-04-18,BRONX,40.84,-73.8639,Unspecified,4309512,Taxi
2020-04-18,QUEENS,40.7022,-73.8802,Passenger Distraction,4310711,Sedan
2020-04-18,BROOKLYN,40.6416,-73.8932,Unspecified,4309784,Station Wagon/Sport Utility Vehicle
2020-04-18,MANHATTAN,40.7153,-73.9844,Pavement Slippery,4309953,Sedan
2020-04-18,QUEENS,40.7355,-73.8697,Backing Unsafely,4309472,Bike
2020-04-18,BROOKLYN,40.6102,-73.9602,Backing Unsafely,4309361,Station Wagon/Sport Utility Vehicle
2020-04-18,BRONX,40.8628,-73.8444,Traffic Control Disregarded,4310728,Sedan
2020-04-18,MANHATTAN,40.7644,-73.9833,Driver Inattention/Distraction,4309704,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7072,-73.793,View Obstructed/Limited,4309285,Station Wagon/Sport Utility Vehicle
2020-04-18,MANHATTAN,40.8481,-73.9298,Unspecified,4310130,Sedan
2020-04-18,BRONX,40.8842,-73.8493,Unsafe Speed,4309493,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.6812,-73.7648,Driver Inattention/Distraction,4309319,Station Wagon/Sport Utility Vehicle
2020-04-18,QUEENS,40.7492,-73.9367,Driver Inattention/Distraction,4309530,Sedan
2020-04-18,BRONX,40.847,-73.9186,Driver Inattention/Distraction,4309569,Sedan
2020-04-18,BROOKLYN,40.6604,-73.8963,Unspecified,4309420,Sedan
2020-04-18,BROOKLYN,40.6096,-73.9272,Unspecified,4310703,Sedan
2020-04-18,BROOKLYN,40.6438,-73.9022,Unspecified,4309541,Sedan
2020-04-18,BROOKLYN,40.6764,-73.9128,Tire Failure/Inadequate,4309389,Station Wagon/Sport Utility Vehicle
2020-04-18,MANHATTAN,40.8134,-73.9451,Reaction to Uninvolved Vehicle,4309294,Taxi
2020-04-18,BRONX,40.858,-73.8923,Driver Inexperience,4309598,Station Wagon/Sport Utility Vehicle
2020-04-18,BRONX,40.8188,-73.9283,Driver Inattention/Distraction,4309521,
2020-04-19,STATEN ISLAND,40.6277,-74.0846,Unspecified,4310071,Sedan
2020-04-19,QUEENS,40.6636,-73.7647,Passing Too Closely,4309404,Sedan
2020-04-19,BRONX,40.8749,-73.8804,Passing Too Closely,4309612,Sedan
2020-04-19,BRONX,40.8467,-73.8962,Driver Inattention/Distraction,4309596,Sedan
2020-04-19,BROOKLYN,40.6831,-73.9738,Turning Improperly,4309408,Station Wagon/Sport Utility Vehicle
2020-04-19,QUEENS,40.7063,-73.8239,Passing Too Closely,4309913,Sedan
2020-04-19,QUEENS,40.7044,-73.9105,Driver Inexperience,4309402,Sedan
2020-04-19,STATEN ISLAND,40.5508,-74.1448,Unspecified,4309580,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6318,-73.9454,Unspecified,4309464,Sedan
2020-04-19,BRONX,40.8452,-73.9142,Unspecified,4309515,Sedan
2020-04-19,QUEENS,40.7801,-73.8488,Unspecified,4309526,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6618,-73.9209,Driver Inattention/Distraction,4309452,Sedan
2020-04-19,BROOKLYN,40.641,-74.0219,Driver Inexperience,4309481,Station Wagon/Sport Utility Vehicle
2020-04-19,QUEENS,40.709,-73.8133,Driver Inattention/Distraction,4309646,Sedan
2020-04-19,MANHATTAN,40.7659,-73.9768,Unspecified,4309706,Station Wagon/Sport Utility Vehicle
2020-04-19,BRONX,40.8134,-73.91,Failure to Yield Right-of-Way,4309522,Station Wagon/Sport Utility Vehicle
2020-04-19,BRONX,40.8627,-73.9049,Failure to Yield Right-of-Way,4309518,Sedan
2020-04-19,MANHATTAN,40.7916,-73.9526,Unspecified,4310745,Sedan
2020-04-19,BROOKLYN,40.6314,-73.8871,Unspecified,4309900,Sedan
2020-04-19,BRONX,40.8561,-73.8923,Backing Unsafely,4309595,Sedan
2020-04-19,QUEENS,40.7264,-73.8485,Driver Inattention/Distraction,4309435,Sedan
2020-04-19,QUEENS,40.6808,-73.7369,Unspecified,4309357,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6141,-73.942,Pavement Defective,4309546,Station Wagon/Sport Utility Vehicle
2020-04-19,QUEENS,40.6661,-73.8222,Unsafe Speed,4309495,Pick-up Truck
2020-04-19,QUEENS,40.7137,-73.7314,Traffic Control Disregarded,4309403,Sedan
2020-04-19,BROOKLYN,40.6529,-73.9198,Driver Inattention/Distraction,4309479,Sedan
2020-04-19,QUEENS,40.6819,-73.8319,Traffic Control Disregarded,4309394,Sedan
2020-04-19,QUEENS,40.7304,-73.8835,Unspecified,4309474,Sedan
2020-04-19,BRONX,40.8164,-73.8677,Animals Action,4310498,Pick-up Truck
2020-04-19,QUEENS,40.7551,-73.89,Other Vehicular,4309390,Station Wagon/Sport Utility Vehicle
2020-04-19,QUEENS,40.682,-73.8161,Traffic Control Disregarded,4309494,Sedan
2020-04-19,QUEENS,40.6655,-73.7475,Unsafe Speed,4309666,Sedan
2020-04-19,BROOKLYN,40.694,-73.9313,Aggressive Driving/Road Rage,4309804,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6423,-74.0073,Driver Inattention/Distraction,4309480,Station Wagon/Sport Utility Vehicle
2020-04-19,MANHATTAN,40.7916,-73.9526,Unspecified,4309693,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6305,-73.9065,Unsafe Speed,4309542,Sedan
2020-04-19,BROOKLYN,40.6436,-73.9578,Driver Inattention/Distraction,4309545,Sedan
2020-04-19,BRONX,40.8673,-73.8969,Steering Failure,4309513,Sedan
2020-04-19,MANHATTAN,40.7534,-73.9963,Traffic Control Disregarded,4309801,Sedan
2020-04-19,QUEENS,40.7523,-73.899,Failure to Yield Right-of-Way,4309375,Motorcycle
2020-04-19,BRONX,40.8474,-73.9212,Other Vehicular,4309555,Sedan
2020-04-19,MANHATTAN,40.8644,-73.9238,Unsafe Speed,4310141,Station Wagon/Sport Utility Vehicle
2020-04-19,MANHATTAN,40.8481,-73.9309,Failure to Yield Right-of-Way,4309678,Station Wagon/Sport Utility Vehicle
2020-04-19,QUEENS,40.7279,-73.8732,Driver Inattention/Distraction,4309398,Sedan
2020-04-19,BROOKLYN,40.666,-73.9615,Unspecified,4309587,Sedan
2020-04-19,STATEN ISLAND,40.6372,-74.1262,Passing or Lane Usage Improper,4309592,Bus
2020-04-19,QUEENS,40.7357,-73.8727,Backing Unsafely,4309475,Pick-up Truck
2020-04-19,BROOKLYN,40.7245,-73.9472,Driver Inexperience,4309572,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6842,-73.8838,Unspecified,4310625,Station Wagon/Sport Utility Vehicle
2020-04-19,QUEENS,40.769,-73.9152,Following Too Closely,4309531,Station Wagon/Sport Utility Vehicle
2020-04-19,STATEN ISLAND,40.5721,-74.1081,Passing Too Closely,4309644,Sedan
2020-04-19,BRONX,40.825,-73.9223,Driver Inattention/Distraction,4309686,Station Wagon/Sport Utility Vehicle
2020-04-19,BROOKLYN,40.6635,-73.8857,Fatigued/Drowsy,4309419,Station Wagon/Sport Utility Vehicle
2020-04-19,BRONX,40.8327,-73.8906,Passing or Lane Usage Improper,4309528,E bike
2020-04-19,STATEN ISLAND,40.6356,-74.1205,Unspecified,4309893,Sedan
2020-04-19,BRONX,40.8588,-73.8686,Other Vehicular,4309752,Sedan
